pack_id,yaml_path,brand_layer_dir,knowledge_assertion_excerpt,granularity_layer,consumption_purpose,production_tier,default_call_pool,resource_baseline_default,production_difficulty,resource_baseline,hook,steps,anti_pattern,duration,audience,review_notes
KP-styling_rule-old-sample-as-error-archive,candidates/domain_general/KP-styling_rule-old-sample-as-error-archive.yaml,domain_general,"服装行业 founder_ip 内容里""旧样衣 = 人格化错误档案""是一条独占叙事钩子—— 老板把一件被压在柜底的旧样衣（皱领口 / 失败版型 / 过时颜色）拿出来， 像审问旧证物一样指出""这里当时为什么错、那时我为什么会做这个决定、这件衣服暴露了我哪个阶段的幼稚""。 服装行业是唯一能做这种""判断证据链""内容的行业（其他行业没有具象的失败物件）， 所以 founder_ip 优先级别高于""决策日记",L2,generation,instant,true,1人+手机+200元+4h,medium,,把旧样衣当错误档案审问出创始人的成长证据,拿出一件失败旧样衣;指出三个当时的错误决策;收束到现在为什么不再这样做,只怀旧展示旧款而不说它暴露的判断错误,medium,关心创始人真实判断的人群,W12.A 人工审表确认
KP-styling_rule-ootd-clothes-remember-today,candidates/domain_general/KP-styling_rule-ootd-clothes-remember-today.yaml,domain_general,"outfit_of_the_day 内容里，""衣服记住了今天""是一条对服装品牌极有杀伤力的玩法—— 从拍""穿上它""改成拍""它怎么被今天留下痕迹""：早上平整的裤线 → 下午坐久后的褶皱； 刚出门时笔挺的衬衫 → 晚上领口松掉一点；包带在肩上压出的痕迹；牛仔裤膝盖处的弯曲。 最后把衣服挂起来，OOTD 才真正完整。它天然把""耐看 / 耐穿 / 会呼吸""这类隐性价值拍出来—— 比任何材质 / 工艺参数都",L2,generation,instant,true,1人+手机+200元+4h,low,,不拍刚穿上而拍衣服怎样记住今天的痕迹,拍早上平整的初始状态;拍途中褶皱压痕和松动;最后挂回去让一天闭合,只做镜前搭配展示没有留下任何生活痕迹,medium,想看真实穿着而非摆拍的人群,W12.A 人工审表确认
KP-styling_rule-ootd-micro-suspense-decision-chain,candidates/domain_general/KP-styling_rule-ootd-micro-suspense-decision-chain.yaml,domain_general,"outfit_of_the_day 内容里，""30 秒微悬疑""是把 OOTD 多次换装从""快剪秀"" 反向定义为""**有因果的真实换装决策链**""的玩法——开头 2 秒只露出袖口 上面有一粒小线头 + 字幕""今天我为什么换了三次衣服？""（不解释）。 手机震动 → 你换成第二套；店里镜前发现第二套会走光 → 换第三套。 全片**不说**""显瘦显高""，只让观众跟着你解决真实问题。 品牌卖点被转译为""**",L2,generation,instant,true,1人+手机+200元+4h,medium,,用三次换装的因果链制造三十秒微悬疑,开头露出一个小问题和悬念字幕;跟拍两次换装原因;第三套解决真实场景问题,把多次换装剪成显瘦快秀却没有决策因果,short,爱看真实选择过程的穿搭观众,W12.A 人工审表确认
KP-styling_rule-ootd-route-fitness-not-display,candidates/domain_general/KP-styling_rule-ootd-route-fitness-not-display.yaml,domain_general,"outfit_of_the_day 内容里，""这套衣服不是为了拍照，是为了今天的路线""是 把 OOTD 从""展示搭配""反向升级成""展示生活适配""的核心玩法—— 不是站镜前展示，而是跟着这套衣服走完整条真实路线： 早上骑车为什么外套要能挡风 / 进店为什么要能卷袖子 / 下午试衣时为什么鞋子不能太累 / 晚上和朋友见面为什么把头发放下后这套突然更松。 品牌卖点被转译为""挡得住风 / 收得起来 / 走",L2,generation,instant,true,1人+手机+200元+4h,medium,,让衣服跟完整路线走而不是站镜前被展示,列出今天真实路线节点;每个节点拍衣服解决的一个问题;用路线结束验证搭配成立,站在镜前讲搭配优点没有生活路线验证,medium,需要穿搭适配真实日程的人群,W12.A 人工审表确认
KP-styling_rule-process-trace-rejected-garment,candidates/domain_general/KP-styling_rule-process-trace-rejected-garment.yaml,domain_general,"process_trace 内容生产纪律：拍**那件被拦下来的衣服**比拍合格品更能建立信任—— ""认真不是把好的拿出来炫，而是把'不够好的'挡在外面""。 服装行业极适合用""被拒绝的成衣""做内容（一毫米偏差 / 平整度不够 / 洗后状态不稳）， 观众很少被允许看到这个环节，因此**用淘汰建立信任**比用展示流程更稀缺。 这是 process_trace 的""边界感证据""独占玩法——用品牌愿意挡掉什",L2,generation,instant,true,1人+手机+200元+4h,medium,,拍被拦下来的衣服比拍合格品更能建立信任,从一件看似正常的衣服开始;指出不能过的具体细节;放进返工或淘汰位置收口,只展示好品和严格口号却不展示被拒绝证据,short,重视品牌质量边界的顾客,W12.A 人工审表确认
KP-styling_rule-process-trace-single-hard-fake-step,candidates/domain_general/KP-styling_rule-process-trace-single-hard-fake-step.yaml,domain_general,"process_trace 内容生产纪律：不试图拍全流程，而只拍一个**最容易看出真假的节点**—— 服装行业最难伪装的步骤集中在""对花 / 缝线收口 / 面料回弹 / 整烫肩线 / QC 拦下""， 单点深拍比全流程更有说服力。""knowing is the new owning""——年轻观众着迷的不只是 ""知道在哪做""，而是""知道怎么做、为什么这样做""。这条规则推翻""工艺溯源必须拍全流程""的默认",L2,generation,instant,true,1人+手机+200元+4h,medium,,只深拍一个最难伪装的工艺节点让真实自己说话,选对花缝线整烫等单一节点;用近景拍判断标准;解释为什么这一点很难假装,试图拍完整流程导致每个步骤都浅而像宣传片,medium,想知道衣服到底怎么做的人群,W12.A 人工审表确认
KP-styling_rule-talent-showcase-micro-skill-hundred-reps,candidates/domain_general/KP-styling_rule-talent-showcase-micro-skill-hundred-reps.yaml,domain_general,"服装行业的才艺展示内容里，""丝巾系法 / 袖口卷法 / 衬衫下摆塞法 / 收腰 / 打结""等 ""微技能""应该用""练一百次的痕迹""格式拍——前几次都怪、最后一次刚刚好——而不是直接给成品。 观众接住的不是""哦你会""，而是""哦你练过""。该格式打破""才艺=结果""的套路， 改成""才艺=控制力""，让服装的微技能从默认默认的""穿搭技巧""升级为可被认领的能力证据。",L2,generation,instant,true,1人+手机+200元+4h,medium,,把微技能拍成练过一百次的控制力证据,先展示几次失败或别扭动作;保留重复练习痕迹;最后一次刚刚好完成,直接展示完美成品让才艺变成普通技巧炫耀,medium,喜欢学习穿搭微技能的观众,W12.A 人工审表确认
KP-training_unit-behind-scenes-near-disaster-narrative,candidates/domain_general/KP-training_unit-behind-scenes-near-disaster-narrative.yaml,domain_general,"behind_the_scenes 内容生产纪律：BTS 进阶档（C2-1）的""差点翻车 / 一条内容的诞生"" 必须用""**问题出现 → 临场调整 → 最终镜头**""三段式叙事弧，**而不是**""翻车流水账""。 错误做法：把 5 个翻车点平铺直叙都拍出来，每个 5 秒一笔带过，结尾收一句""今天好难""—— 观众接住的是""你们工作很乱""。正确做法：抓 1 个翻车点（光不对 / 模特迟到 / 拍到一半下",L2,generation,instant,true,1人+手机+200元+4h,medium,,用一个差点翻车点讲清内容如何被救回来,明确一个具体问题出现;拍临场调整动作;对照最终镜头说明救回结果,平铺五个翻车点让观众只觉得现场混乱,medium,喜欢看内容诞生过程的观众,W12.A 人工审表确认
KP-training_unit-enterprise-narrative-object-witness-over-talking-head,candidates/domain_general/KP-training_unit-enterprise-narrative-object-witness-over-talking-head.yaml,domain_general,"企业叙事类突破玩法的共性手法是""把具体物件做主角，让物件代替口播承担叙事""——旧样衣 / 别针 / 蒸汽熨斗 / 衣架 / 试衣间门帘 / 布料摩擦声 / 缝纫机声 / 边角料 / 失败样衣等""低位物件""先于人脸入镜，人物的判断和品牌气质通过对物件的反应自然显形。 这不是装饰手法，而是反 AI 腔的具体可执行抓手：物件越具体、越带劳动痕迹，AI 仿写成本越高，观众""真实完成感""越强。",L2,generation,instant,true,1人+手机+200元+4h,low,,让低位物件替代人脸口播承担企业叙事,先让旧样衣熨斗衣架等物件入镜;拍人对物件的具体反应;用物件痕迹收住品牌判断,人物正对镜头讲价值观导致内容像企业宣传,medium,讨厌空泛品牌口播的观众,W12.A 人工审表确认
KP-training_unit-error-first-then-correct-replay,candidates/domain_general/KP-training_unit-error-first-then-correct-replay.yaml,domain_general,"服装门店接客培训中，""错误先发生再倒回去重来""比""先讲正确答案""更接近真实上岗—— 让员工先看一段具体翻车（顾客问'会不会显胯' / 店员立刻回答'不会不会特别显瘦' / 顾客表情冷掉），画面定格 + 字幕""问题不是你说错 / 是你说太快""，然后倒带重演正确版本 （店员先反问'你平时更在意胯还是腿型' / 再根据回答推荐）。员工接住的不是""背话术"" 而是""判断顺序的重要性""——错误体验的记忆保持远",L2,generation,instant,true,1人+手机+200元+4h,medium,,先让接客错误发生再倒带重演正确判断顺序,拍一段具体翻车对话;定格标出错在太快回答;倒带重演先问再判断的版本,先讲正确答案让员工只背话术不记判断,medium,需要现场接客训练的门店员工,W12.A 人工审表确认
KP-training_unit-event-documentary-failure-perspective,candidates/domain_general/KP-training_unit-event-documentary-failure-perspective.yaml,domain_general,"event_documentary（事件纪实）允许且推崇""失败视角""作为 C3 突破性玩法之一——拍无人问津的展位 / 首日零订单的焦虑 / 布展翻车的瞬间 / 大促备货后卖不动的仓库。这违反主流""事件内容必拍光鲜场面""的套路，但能接住""这家品牌真的在扛过"" 的信任。服装行业是少数""敢展示失败就能赢信任""的行业之一——空展位 / 卖不动的尺码 / 退货堆积 / 布展翻车都极具 可视性。失败视角与 ",L2,generation,instant,true,1人+手机+200元+4h,medium,,敢从失败视角拍事件反而更能赢得信任,选择一个可见失败现场;拍焦虑和调整而不是粉饰;收束到品牌如何继续扛住,只拍光鲜热闹场面掩盖真实事件压力,medium,关心品牌真实经历的观众,W12.A 人工审表确认
KP-training_unit-event-documentary-long-term-tier-discipline,candidates/domain_general/KP-training_unit-event-documentary-long-term-tier-discipline.yaml,domain_general,"event_documentary（事件纪实）允许""长期型""（long_term）玩法分级——单条成片仍 ≤ 4 小时收敛，但素材采集 阶段允许跨日（典型 3 天 / 72 小时时间压缩）。这是企业叙事类继 talent_showcase C3-7（100 天挑战）之后第 2 个 使用""单条合规但素材采集跨天""策略的 CT。规则：单条内容剪辑成品必须收敛到 4 小时标准；素材跨日不视为违反 实拍可",L2,generation,instant,true,1人+手机+200元+4h,medium,,跨日采集但单条成片仍收敛在四小时标准内,提前定义三天素材采集节点;每天只拍一个关键证据;剪辑时压缩成单条清晰弧线,把长期素材堆成流水账导致单条内容失控,long,制作事件纪实内容的团队,W12.A 人工审表确认
KP-training_unit-humor-content-clothing-as-persona-switch,candidates/domain_general/KP-training_unit-humor-content-clothing-as-persona-switch.yaml,domain_general,"humor_content（幽默内容）中""服装作为人格开关""是服装行业独有钩子——固定机位 + 仅通过加减一件外套 / 背包 / 鞋子 / 眼神 / 站姿，在 2 秒内切换成""顾客面前的自己 / 群里发消息时的自己 / 回家后瘫在椅子上的自己""三个完全不同的人。 没有特效，只要切点准。笑点来自身份落差而非台词，观众接住""我也有这三个自己""。这把幽默从台词笑升级为画面笑， 且服装在此不是美化道具，而",L2,generation,instant,true,1人+手机+200元+4h,low,,只靠一件衣服和站姿切换出三个不同自己,固定机位拍第一个人格状态;用外套背包鞋子快速切换;用眼神和站姿完成笑点,依赖台词和特效制造笑点忽略服装开关作用,short,喜欢身份反差幽默的年轻观众,W12.A 人工审表确认
KP-training_unit-lifestyle-expression-old-defines-premium,candidates/domain_general/KP-training_unit-lifestyle-expression-old-defines-premium.yaml,domain_general,"lifestyle_expression（生活方式表达）的""衣物磨损史""玩法用""旧""反向定义高级——把一件穿了很久的外套摊开， 袖口起球、内衬磨亮、口袋边缘有自己缝的线，手指摸过那些地方，然后穿上它出门做三件小事，每做完一件回桌面 给外套加一处痕迹，最后挂回门口 + 字幕""我喜欢会留下痕迹的东西""。这是极少数能直接引出""耐穿 / 可修补 / 售后 / 环保""卖点而不尬的玩法。配方关键：高级 = 陪",L2,generation,instant,true,1人+手机+200元+4h,low,,用旧衣服的磨损史反向定义真正的高级感,摊开旧衣服拍袖口内衬和修补线;穿着它做三件小事;回桌面再添一处今天痕迹,把高级感拍成崭新精致没有时间和陪伴证据,medium,认同耐穿可修补价值的人群,W12.A 人工审表确认
KP-training_unit-lifestyle-expression-values-via-rejection,candidates/domain_general/KP-training_unit-lifestyle-expression-values-via-rejection.yaml,domain_general,"lifestyle_expression（生活方式表达）的突破性玩法不靠""我怎样生活""的正面陈述，而靠""我今天拒绝了什么""—— 价值观只通过""拒绝动作""出现：拒绝在外面多待一会儿提前回家 / 拒绝外卖哪怕只煮一碗面 / 拒绝为了好看硬穿一双不舒服的鞋。镜头只拍 keys 放回桌上 / 手机扣住转身去厨房 / 镜前换回平底鞋等 具体放下动作，结尾三件物件并排在桌上 + 字幕""我今天决定不去""。这把生",L2,generation,instant,true,1人+手机+200元+4h,low,,价值观不靠宣言而靠今天拒绝了什么出现,拍一个具体拒绝动作;让物件留在桌面形成证据;结尾用三件物件并排收束选择,正面口播我怎样生活导致价值观变成口号,short,喜欢克制生活方式表达的人群,W12.A 人工审表确认
KP-training_unit-process-trace-stop-the-bad-one-builds-trust,candidates/domain_general/KP-training_unit-process-trace-stop-the-bad-one-builds-trust.yaml,domain_general,"process_trace（工艺溯源）的北极星不是""工艺多厉害""而是""我愿意相信你没有骗我""——突破性档的核心翻面是 ""认真不是把好的拿出来炫，而是把'不够好的'挡在外面""。镜头从一件看似正常的衣服开始，员工不说大道理， 只是摊开 + 指出""这里一毫米偏了 / 那里平整度不够 / 这里洗后状态不稳定，所以不能过""，最后衣服被放进 返工筐 + 字幕""所以它不能卖给你""。**用淘汰建立信任**比""严格",L2,generation,instant,true,1人+手机+200元+4h,medium,,用淘汰一件坏衣服证明品牌没有骗顾客,拍看似正常的衣服被摊开;指出一毫米偏差或洗后风险;放入返工筐说明不能卖,只展示好工艺而不展示品牌愿意挡掉什么,short,对品质信任有要求的顾客,W12.A 人工审表确认
KP-training_unit-product-review-fabric-detective-spec-party,candidates/domain_general/KP-training_unit-product-review-fabric-detective-spec-party.yaml,domain_general,"product_review 进阶档""面料侦探 / 成分党测评""是给**不擅长口播**的创作者 的服装独占内容护城河——不从""显瘦 / 百搭""入手而从""你买到的到底是什么""入手： 桌面俯拍翻洗标 + 字幕""成分：天丝 70% / 棉 30%"" + 纱线/织纹近景 + 10 秒揉搓回弹测试 + 同价位另一件对比测试 + ""下次买之前先翻洗标""收口。 本卡的核心训练点是""**术语写在字幕里，不需要镜头",L2,generation,instant,true,1人+手机+200元+4h,medium,,像面料侦探一样从洗标和测试拆出真实价值,桌面俯拍翻洗标和成分字幕;拍织纹揉搓回弹测试;同价位对比后给购买提醒,只说显瘦百搭而不让观众看到成分证据,medium,买衣前会查成分的理性顾客,W12.A 人工审表确认
KP-training_unit-sop-asmr-procedural-memory,candidates/domain_general/KP-training_unit-sop-asmr-procedural-memory.yaml,domain_general,"服装行业可视化 SOP（蒸烫 / 折叠 / 装袋 / 贴标 / 封口 / 挂装 / 量体）的培训物料， 应该拍成""无口播的手部操作短片""——全程只有动作声 + 关键步骤 1-2 字字幕（""对齐""""放平""""封口""）。 这把培训从""陈述性记忆（背流程）""切到""程序性记忆（手记得）""——员工在工作中遇到忘了的动作时 可以当场刷一条而不是去翻手册。打破""培训必须讲很多""的惯性，改成""让手记住""。",L2,generation,instant,true,1人+手机+200元+4h,low,,无口播手部操作短片让员工用手记住流程,固定拍一个完整标准动作;只保留动作声和一两个字字幕;用错误动作对照强化记忆,培训视频讲太多理论导致现场动作仍然不会做,short,需要快速复现动作的门店员工,W12.A 人工审表确认
KP-training_unit-talent-showcase-rescue-not-show-off,candidates/domain_general/KP-training_unit-talent-showcase-rescue-not-show-off.yaml,domain_general,"talent_showcase（才艺展示）的北极星不是""你很厉害""，而是""你的能力有个性、有温度、能留下你这个人""—— 突破性档的核心翻面是""才艺不是表演，是救场""：不说""我会什么""，而拍""今天遇到一个小问题，我的才艺刚好派上 用场""。会搭配的人临时帮朋友从""像上班""改到""像今天的她""；会缝补的人快速把一件衣服救活；会拍视频的人在 店门口 5 分钟把普通走路拍得像故事。观众最后会自然得出结论：""这",L2,generation,instant,true,1人+手机+200元+4h,medium,,才艺不是表演而是在小问题发生时刚好救场,设置一个真实小问题;拍技能如何现场派上用场;让旁人反应证明能力有温度,直接展示我会什么让才艺变成自我炫耀,medium,喜欢看能力解决真实问题的观众,W12.A 人工审表确认
