source_md,heading_path,heading_level,body_length,body_hash,adjudication_status,sub_reason,adjudicator,priority,w10_rationale,batch_target,suggested_layer,suggested_status,confidence,suggestion_rationale,needs_human_review,reviewer_decision,final_layer,final_status,merge_target,production_tier,default_call_pool,review_notes
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C2-1 —— ""季节情绪蒙太奇""",4,518,c10455947126,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C2-2 —— ""碎片里有一点'真实讲话'""",4,511,0cb4230c4d22,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C3-1 —— ""同一个角落，不同的我""",4,722,e4e542e9ba4a,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C3-2 —— ""没有脸的生活痕迹""",4,597,a313bfb8a925,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C3-3 —— ""碎片按体感排（不按时间）""",4,541,fba7ea496bfc,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,"玩法卡 #C3-5 —— ""同一把椅子四次（单地点时间折叠）""",4,633,a335e1a36ad3,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/daily_fragment-交付物-v0.1.md,F. AI 辅助边界,2,323,a9039a8b2d9f,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['选题']，建议人工回标,true,override,L1,extract_l1,,,,确认作为L1判断规则，供质检和生成门禁使用
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C3-1 —— ""一件衣服替我说完今天没说出口的话""",4,1320,822582a3acb8,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,E. 红线（一定不行的玩法）—— 含 α 层「9 种 AI 腔禁用清单」,2,130,8f65c6629a44,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['玩法']，建议人工回标,true,override,L1,extract_l1,,,,确认作为L1判断规则，供质检和生成门禁使用
Q2-内容类型种子/event_documentary-交付物-v0.1.md,本文件是什么（核心定义）,2,240,95c96a7fcfd5,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L_NA,unprocessable,,,,结构性章节或分组标题，不作为独立知识资产
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-6 —— ""72 小时时间压缩 / 定点延时一镜到底""",4,1001,4807a742cba7,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,long_term,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-7 —— ""失败视角事件记录""",4,751,5664b41a240e,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-1 —— ""旧样衣审判庭""",4,852,e2106fcbdaef,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C2-3 —— ""咆哮式反沉浸（对流行形式的戏仿）""",4,605,eef50f870e65,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-2 —— ""一件外套切换三个社会身份""",4,624,8bc95ca43ce0,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-4 —— ""沉默反笑点（把'应该有 BGM 的地方'突然抽成真空）""",4,751,2ea0052d24be,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-5 —— ""衣架木偶戏（服装拟人化，不靠特效）""",4,833,8a0dd5ca47ed,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/humor_content-交付物-v0.1.md,F. AI 辅助边界,2,341,f29c534b11ff,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['选题']，建议人工回标,true,override,L1,extract_l1,,,,确认作为L1判断规则，供质检和生成门禁使用
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-1 —— ""从一个错误开始讲（事故在发言）""",4,623,f073de91dbe4,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-1 —— ""价值观只通过'我拒绝了什么'来出现""",4,613,0f029ad7fa05,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-5 —— ""衣物磨损史（用'旧'反向定义高级）""",4,802,a0e1752c1485,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C1-3 —— ""卡点变装 / 转场换装""",4,377,9752ec693287,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C3-1 —— ""这套衣服不是为了拍照，是为了今天的路线""",4,619,cb6066513204,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C3-3 —— ""衣服记住了今天""",4,591,4702328fe6c1,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C3-4 —— ""穿搭是线索（30 秒微悬疑）""",4,702,320d268265be,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,323,8b187f3488f3,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['玩法']，建议人工回标,true,override,L1,extract_l1,,,,确认作为L1判断规则，供质检和生成门禁使用
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,F. AI 辅助边界,2,355,2a96c2e6a133,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['选题']，建议人工回标,true,override,L1,extract_l1,,,,确认作为L1判断规则，供质检和生成门禁使用
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,与试点版（personal_vlog）的差异点,2,413,434e40ed0547,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['玩法']，建议人工回标,true,override,L_NA,unprocessable,,,,结构性章节或分组标题，不作为独立知识资产
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C1-1 —— ""车间走一遍配解说 / 工厂参观口播""",4,496,3e9de81fe38d,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C2-1 —— ""只拍一个最难伪装的步骤""",4,817,b2bd8e9cf22b,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C3-3 —— ""被拦下来的那一件""",4,726,5889feb4b271,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,3. 「文案执行骨架」字段的四个子段,3,373,b81b0b7183d6,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L1,extract_l1,,,,L2词命中但本体是概念判断，回标为L1
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C2-1 —— ""具体场景替代泛泛夸赞 / Shopify 规则""",4,1001,6fabd185a1d3,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C3-1 —— ""不是产品文案 / 是一个时刻文案""",4,1055,a6d4933a4e1d,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C3-4 —— ""把文案写成舞台指令 / 四行动作剧本""",4,1110,132f6bc2b0cb,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_journey-交付物-v0.1.md,"玩法卡 #C2-1 —— ""样衣版本树 / 原型对比 / 把 3 次失败摆在一面墙上""",4,811,08c14ada0130,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_journey-交付物-v0.1.md,"玩法卡 #C3-1 —— ""失败样衣辩论会""",4,776,e8bab3d4358f,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C1-3 —— ""开箱即结论 / 对照表测评""",4,581,582b0389cb68,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C2-1 —— ""体感测评 / 不先下结论""",4,904,7e0c202a54eb,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C2-3 —— ""面料侦探 / 成分党测评""",4,976,157409d5d439,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C2-4 —— ""反种草 / 拔草 + 替代方案""",4,950,734d9002f431,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C3-2 —— ""只拍犹豫 / 不拍优点 / 顾虑解除测评""",4,1020,36c87cd86f15,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C3-3 —— ""触感法庭 / 同类三件对照声音证据""",4,1218,8fe20a6c4272,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/role_work_vlog-交付物-v0.1.md,F. AI 辅助边界,2,346,ad6f4039c596,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['选题']，建议人工回标,true,override,L1,extract_l1,,,,确认作为L1判断规则，供质检和生成门禁使用
Q2-内容类型种子/store_daily-交付物-v0.1.md,2. 双角色定位（引流 vs 接客）,3,101,1c13f438db1f,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L1,extract_l1,,,,L2词命中但本体是概念判断，回标为L1
Q2-内容类型种子/talent_showcase-交付物-v0.1.md,"玩法卡 #C3-1 —— ""才艺不是表演，是救场""",4,605,c7b0f6e06b51,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/talent_showcase-交付物-v0.1.md,"玩法卡 #C3-2 —— ""同一个动作，练一百次的痕迹""",4,559,aec036198d23,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/talent_showcase-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,258,79c06b4b5879,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,已入库默认 L1，但 heading/body 命中 L2 词 ['玩法']，建议人工回标,true,override,L1,extract_l1,,,,确认作为L1判断规则，供质检和生成门禁使用
Q2-内容类型种子/training_material-交付物-v0.1.md,"玩法卡 #C2-4 —— ""Worked example + 逐步淡出 / 脚手架示范法""",4,1199,2d31fda03cd5,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/training_material-交付物-v0.1.md,"玩法卡 #C3-1 —— ""错误先发生再倒回去重来 / 反向培训""",4,1245,b9e5f308282a,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/training_material-交付物-v0.1.md,"玩法卡 #C3-4 —— ""SOP ASMR / 让手记住而不是让脑记住""",4,1819,9c3f5ea1a22b,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,,L2,extract_l1,low,"已入库默认 L1，但 heading/body 命中 L2 词 ['玩法', '玩法卡']，建议人工回标",true,override,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
