source_md,heading_level,heading_kind,heading_path,line_no,body_length,body_first_100
Q2-内容类型种子/GPT5.4.md,2,md_heading,2. lifestyle_expression（生活方式表达 / 生活态度类内容）,98,52,**北极星：** 观众看完以后，不是“我被教育了一种理念”，而是“我突然想靠近这种活法”。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,主流玩法（已被用烂）,104,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：口号先行的“理想生活宣言”,106,139,一开头就是“慢下来，感受生活”“好好吃饭，好好爱自己”之类的大词，后面配咖啡、书、窗光、香薰、散步。 **为什么烂：** 观众先听见的是立场，不是生活；先看见的是态度包装，不是态度来源。 **表达元
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：审美拼贴式“我想成为的人”,112,140,把好看的物件、家居、穿搭、旅行、花束拼成 moodboard，看起来很满，但没有一个生活动作是真成立的。 **为什么烂：** 这是“审美消费”，不是“生活方式表达”。它能让人点赞，不能让人相信。 *
Q2-内容类型种子/GPT5.4.md,3,md_heading,进阶玩法（少数高手在用）,120,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：沉默仪式，不讲道理,122,367,真正高级的生活方式内容，往往不是说“我追求 slow living”，而是只拍一套动作秩序：回家先换衣、先烧水、把包放在固定的位置、打开窗、把手机扣在桌上、把灯关暗一点。YouTube 近年的“ho
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：关系映照，不说“我主张什么”,130,336,同样的生活方式，不要拍“我一个人过得很好”，而拍“我和另一个人怎么过得不同”。比如你和妈妈都在厨房里，一个人动作快，一个人动作慢；一个人习惯把衣服叠整齐，一个人随手搭椅背。两种活法同框，生活方式自己
Q2-内容类型种子/GPT5.4.md,3,md_heading,突破性玩法（还没人这么干，但可能成立）,140,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：价值观只通过“我拒绝了什么”来出现,142,384,不要拍“我怎样生活”，而拍“我今天拒绝了什么”：拒绝在外面多待一会儿，提前回家；拒绝把晚饭变成外卖，哪怕只煮一碗面；拒绝为了好看硬穿一双不舒服的鞋，换成真正适合今天的鞋。镜头不需要高概念，只要把这些
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：反差场景里的柔软穿着,151,389,把“柔软、安静、讲究体感”的生活方式，不放在最容易的咖啡馆/卧室里，而放在反差场景：店后仓、地铁站长椅、凌晨便利店门口、刚下过雨的街边。你穿着一套本来会被认为“适合温柔场景”的衣服，但镜头里的世界是
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 3：气味叙事的视觉化,160,324,整条片子不说“这是我的生活方式”，只让观众像闻到东西一样去感受：刚熨过的衬衫冒一点热气、下雨后门口地垫颜色变深、咖啡冒白雾、旧牛仔裤被晒过以后重新收进柜子。镜头都拍得很近，近到像在摸。字幕只写三个词
Q2-内容类型种子/GPT5.4.md,3,md_heading,服装行业垂直加成,171,212,生活方式内容到了服装行业，最容易犯的错是把“生活方式”偷换成“品味摆拍”。真正有空间的方向，是让服装变成一种立场：舒适优先、行动优先、情绪优先、关系优先、身体优先。TikTok 2026 把 sho
Q2-内容类型种子/GPT5.4.md,3,md_heading,一定不行的玩法,177,78,* 用大段鸡汤字幕替代真正的生活动作。 * 所有镜头都太“正确”，看不到人真实的使用痕迹。 * 生活方式只靠空间摆设成立，离开理想布景就垮掉。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,制作难度判断,185,133,* 难度档位：中。 * 适合品牌：主理人品牌、小品牌、加盟商、单店店主最适合；大品牌适合用来做人设账号矩阵。 * AI 工具能辅助到什么程度：能帮你做 mood、镜头顺序、文案删减、BGM 情绪方向
Q2-内容类型种子/GPT5.4.md,2,md_heading,3. knowledge_sharing（知识分享 / 干货科普类）,193,59,**北极星：** 观众看完以后，不只是“我听懂了”，而是“我终于被一个真实懂的人讲明白了，我愿意信他”。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,主流玩法（已被用烂）,199,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：镜头前站桩讲 3 点,201,118,开头一个问题，中间三条建议，结尾一句“记得收藏”。信息是有的，但人味很薄。 **为什么烂：** 知识被切成卡片，缺乏证据、缺乏现场、缺乏“为什么是你来讲”。 **表达元素：** 正面对镜、序号字幕、
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：PPT 化口播,207,112,人物只是念字，画面只是给字找背景。知识没有被可视化，而只是被换了个视频壳子。 **为什么烂：** 这是把文章切碎塞进视频，不是用视频思维表达知识。 **表达元素：** 大段字幕、库存素材、平铺直叙、
Q2-内容类型种子/GPT5.4.md,3,md_heading,进阶玩法（少数高手在用）,215,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：先讲人生，再讲知识,217,273,Amy Wang 在 YouTube Shorts 上做的，不是抽象说教，而是把“为什么学习重要”锚定在家族经历、人生转折和 Chinese philosophy 上，所以她传递的不只是知识点，而是
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：知识长在手上，而不是长在嘴上,225,277,YouTube 对刺绣内容的观察很值得借：教育型内容未必要高声讲解，很多时候“手上的动作 + 过程中的声音 + 适量解释”更容易让人学会，而且还能形成温暖社区。([blog.youtube][3])
Q2-内容类型种子/GPT5.4.md,3,md_heading,突破性玩法（还没人这么干，但可能成立）,235,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：从一个错误开始讲,237,361,不要从“正确答案”讲起，而从“我以前也搞错过”讲起。比如服装行业里讲面料、讲版型、讲门店陈列、讲搭配，不是说“正确做法是……”，而是先重演一个常见错误：同一件衣服被错误陈列后显得廉价、错误叠穿后显得
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：一句知识，只靠动作讲清,246,303,整条内容只讲一个知识点，而且尽量不用完整口播。比如“肩线为什么重要”，你就穿三件上衣，站直、转身、抬手；“垂感为什么影响气质”，你就让同一块布料在走动、坐下、拿包时产生变化。字幕只出关键词，不出完整
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 3：把知识藏进一个小故事,255,287,比如拍“为什么很多人穿风衣显得累赘”，不要上来分析，而拍一个傍晚出门的片段：你试了三件外套，前两件都像在“穿衣服”，第三件像“人走出来了”。最后只补一句：“问题不是你不会穿，是肩线和长度没站在你这边
Q2-内容类型种子/GPT5.4.md,3,md_heading,服装行业垂直加成,266,247,服装行业做知识分享，最有价值的不是“教你穿搭”，而是把隐性经验显性化：什么是好肩线、为什么有些门店灯光把衣服拍丑、为什么某种面料在通勤里比在静态展示里更值钱、为什么某件衣服上身后会改写一个人的行动方
Q2-内容类型种子/GPT5.4.md,3,md_heading,一定不行的玩法,272,80,* “3 个技巧教会你……”但没有任何现场证据。 * 全靠大字报字幕堆知识点，人物本身像朗读机。 * 一条内容塞 8 个知识点，最后什么都没讲透。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,制作难度判断,280,124,* 难度档位：中。 * 适合品牌：所有品牌都适合，尤其适合想建立专业信任的小品牌、主理人、店长账号。 * AI 工具能辅助到什么程度：很适合辅助提纲、逻辑拆分、对比实验脚本、字幕精简；但“知识有没有
Q2-内容类型种子/GPT5.4.md,2,md_heading,4. humor_content（幽默内容 / 搞笑段子类）,288,54,**北极星：** 观众看完以后，不只是笑，而是觉得“你把我生活里那个说不出的荒唐点拍出来了”。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,主流玩法（已被用烂）,294,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：套热门音频做表情反应,296,79,对嘴、翻白眼、定格、字幕解释梗。 **为什么烂：** 它借的是别人的节奏，不是你自己的观察。 **表达元素：** 热门音频、表情夸张、反应镜头、依赖梗源。
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：强行反转小剧场,302,102,铺一个很明显的包袱，最后硬拐一个弯。 **为什么烂：** 观众先看见套路，才看见笑点。AI 也最容易写出这种“设计过的笑”。 **表达元素：** 情境铺垫、过度表演、最后一秒反转、表层冲突。  --
Q2-内容类型种子/GPT5.4.md,3,md_heading,进阶玩法（少数高手在用）,310,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：用幽默做认知翻面,312,238,Charity Ekezie 的方向很值得看，她不是“为了搞笑而搞笑”，而是用 comedy + education 去拆 stereotypes，所以笑点背后带着认知翻面。([抖音新闻room][
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：用视觉小机关做幽默,320,267,Brandon B 早期在卧室里做的 Shorts，靠的是 perspective changes、subtle visual tricks、quick edits，不是大制作，而是脑筋。([blo
Q2-内容类型种子/GPT5.4.md,3,md_heading,突破性玩法（还没人这么干，但可能成立）,330,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：一本正经地拍小事灾难,332,318,把生活里的小崩溃拍成纪录片口吻。比如“今天只是想拍一条 OOTD”，然后整个世界都在阻挠：镜子脏、领口翻着、外卖电话响、裤脚踩地、补光灯没电、刚架好手机又有人进店。镜头语言不是夸张搞笑，而是特别庄重
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：一件外套切换三个社会身份,341,302,镜头固定，你站在门口，只通过加减一件外套、背包、鞋子、眼神和站姿，在 2 秒内切换成三个完全不同的人：顾客面前的自己、群里发消息时的自己、回家后瘫在椅子上的自己。没有复杂特效，只要切点够准。笑点来自
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 3：评论区没有出现，但你把它演出来了,350,267,一条视频里只有创作者本人，但他把“网友会怎么说”直接演成第二人格。比如左边的你认真展示衣服，右边的你负责吐槽：“这不是显瘦，这是你早饭没吃。”两个人不是正式对话，而像脑内弹幕互殴。 **它打破了什么
Q2-内容类型种子/GPT5.4.md,3,md_heading,服装行业垂直加成,361,176,"服装行业做幽默，别只做“穿搭翻车”。更好的路，是把服装作为社会角色、审美焦虑、场合错位、身体感受的触发器。TikTok 2026 明说，观众要的是 humour, community and con"
Q2-内容类型种子/GPT5.4.md,3,md_heading,一定不行的玩法,367,75,* 一切都靠热门音频，人物本身没有观察。 * 为了搞笑故意把自己演得太蠢，变成低级自嘲。 * 笑点只建立在“丑/胖/土”这类过时羞辱上。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,制作难度判断,375,117,* 难度档位：中。 * 适合品牌：小品牌、店主、店员人设特别适合；大品牌适合做边角账号，不适合放在主号当主叙事。 * AI 工具能辅助到什么程度：可以帮想梗、写双人格对话、做节奏点，但真正决定好不好
Q2-内容类型种子/GPT5.4.md,2,md_heading,5. talent_showcase（才艺展示 / 个人特长展示）,383,57,**北极星：** 观众看完以后，不只是“你很厉害”，而是“你的能力有个性、有温度、能留下你这个人”。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,主流玩法（已被用烂）,389,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：正面站桩展示完成品,391,85,唱歌就唱一段，画画就画成品，穿搭就转一圈，剪辑就放作品集。 **为什么烂：** 观众只看见结果，看不见人格。 **表达元素：** 成品导向、正面展示、少过程、少情绪。
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：高光拼盘,397,87,把所有最厉害的片段切成 15 秒合集。 **为什么烂：** 像简历，不像内容；像能力证明，不像吸引关系。 **表达元素：** 快切、高光堆叠、无上下文、无失败。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,进阶玩法（少数高手在用）,405,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：展示才艺，也展示练习和笨拙,407,243,真正会抓人的才艺内容，往往会保留一点不顺手的过程：重来一次、改一个细节、手忙脚乱、停顿思考。 **为什么更高级：** 才艺从“天赋神话”变成“这个人真在做这件事”。 **真实案例：** YouTub
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：把才艺放进生活任务里,415,279,不是在空白背景里“展示我会”，而是在真实生活里“我拿这个能力解决一点什么”。比如会搭配的人，不是对镜头说自己会搭，而是用 10 分钟帮妈妈从两件衣服里选出更适合出门的一件。 **为什么更高级：**
Q2-内容类型种子/GPT5.4.md,3,md_heading,突破性玩法（还没人这么干，但可能成立）,425,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：才艺不是表演，是救场,427,306,整条视频不说“我会什么”，而拍“今天遇到一个小问题，我的才艺刚好派上用场”。比如会搭配的人，临时帮朋友从“像上班”改到“像今天的她”；会缝补的人，快速把一件衣服救活；会拍视频的人，在店门口 5 分钟
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：同一个动作，练一百次的痕迹,436,259,不要只拍成品，而拍“某个小动作越来越准”的过程。比如你反复系同一条丝巾、反复把衬衫塞进裤腰、反复把外套披上肩头，前几次都怪，最后一次刚刚好。观众会从“哦你会”变成“哦你练过”。 **它打破了什么套路
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 3：把才艺传给另一个人,445,280,才艺最高级的展示，不一定是自己做得多好，而是能不能让另一个普通人也被你带动一点。比如你帮妈妈学一个更利落的围巾系法，帮同事学一个更好看的叠穿，帮朋友学一个更自然的走位。观众会觉得，这不是表演，是能力
Q2-内容类型种子/GPT5.4.md,3,md_heading,服装行业垂直加成,456,107,服装行业的“才艺”不要只理解成唱跳和镜头感。真正有价值的才艺包括：选衣眼光、修型能力、陈列敏感、布料感知、临场搭配、旧衣改造、拍 look 的节奏感。你把这些拍出来，会比单纯的“我很会穿”更有护城河
Q2-内容类型种子/GPT5.4.md,3,md_heading,一定不行的玩法,462,67,* 只有成品，没有任何过程或使用情境。 * 一味追求“惊艳”，结果像作品集投递。 * 把才艺拍成炫耀，观众只会敬而远之。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,制作难度判断,470,103,* 难度档位：中。 * 适合品牌：主理人、小品牌、设计师、店长、单店店主非常适合。 * AI 工具能辅助到什么程度：能帮拆动作、生成镜头顺序、找对比结构；但才艺内容最终靠真实控制力，不靠文案。  -
Q2-内容类型种子/GPT5.4.md,2,md_heading,6. daily_fragment（日常碎片 / 随手记类）,478,48,**北极星：** 观众看完以后，会觉得“原来普通生活不是没内容，是没人会这样看”。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,主流玩法（已被用烂）,484,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：配热门歌的碎片拼盘,486,89,猫、咖啡、街景、自拍、晚饭、夕阳，各来一秒。 **为什么烂：** 它有“碎片”，没有“感受”；有“美”，没有“指向”。 **表达元素：** 拼盘、热门歌、无叙事、无内在顺序。
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：一句话日记 + 一堆小镜头,492,95,“最近很喜欢这种平静”“一些生活切片”，然后是常规画面。 **为什么烂：** 文案和画面没建立真正关系，文字像贴纸。 **表达元素：** 轻文案、镜头堆叠、弱观察、弱节奏设计。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,进阶玩法（少数高手在用）,500,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：季节情绪蒙太奇,502,259,YouTube 对“End of Summer”这类 Shorts 的观察很有启发：同样是记忆碎片，高手会让它带着明确的季节情绪——不是碎，而是“都在指向同一种告别感”。([blog.youtube
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：碎片里有一点“真实讲话”,510,242,Austen Tosone 那种把 cozy 视频和 real talk 混着用的方法，也适合日常碎片：你不是非得把它讲成 Vlog，但可以在 8 个碎片里只留 1 句真话，让整条内容突然落地。([
Q2-内容类型种子/GPT5.4.md,3,md_heading,突破性玩法（还没人这么干，但可能成立）,520,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：同一个角落，不同的我,522,319,把手机放在同一个角度，连续拍 5 天或 7 天里某个固定时刻：比如回家推门进来的 5 秒、店里开灯前的 10 秒、晚上脱鞋坐下的 6 秒。内容本身没有“大事”，但你会发现每天动作、穿着、包的摆放、表
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：没有脸的生活痕迹,531,282,整条内容不拍脸，只拍生活留下的痕迹：椅背上的外套、刚摘下的耳环、收银台边的一杯水、试衣间地上的纸袋、回家后放下的钥匙、洗过的衬衫在窗边滴水。观众不会觉得“信息不足”，反而会更想靠近，因为人是通过痕迹
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 3：碎片不是按时间排，而是按体感排,540,281,比如从“今天最软的东西”开始：袖口、蒸汽、头发、傍晚光；然后是“今天最吵的东西”：拉链、地铁、店门、手机震动；最后是“今天终于安静的那一秒”。这种排列不按 chronology，而按 sensory
Q2-内容类型种子/GPT5.4.md,3,md_heading,服装行业垂直加成,551,94,日常碎片是服装行业被严重低估的类型。因为服装本来就会留下日常使用痕迹，而大多数品牌只拍“衣服新上身”那一刻，很少拍“衣服被一天真实使用之后”的样子。后者更像生活，也更像信任。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,一定不行的玩法,557,78,* 把碎片拍成“审美打卡任务”。 * 每个镜头都在证明“我过得不错”，没有任何真实使用感。 * 碎片和碎片之间没有任何隐形线索，纯靠歌顶着走。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,制作难度判断,565,112,* 难度档位：低。 * 适合品牌：全适合，尤其适合单店店主、主理人、员工号。 * AI 工具能辅助到什么程度：能帮做镜头分组、语气删减、节奏建议；但碎片有没有灵魂，全看创作者有没有观察到“微小但有意
Q2-内容类型种子/GPT5.4.md,2,md_heading,7. outfit_of_the_day（每日穿搭 / OOTD）,573,66,**北极星：** 观众看完以后，不只是“这套衣服好看”，而是“我明白这套穿搭在表达什么，我能想象自己穿上以后的状态”。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,主流玩法（已被用烂）,579,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：转圈 + 单品列表,581,76,镜前转一圈，字幕标品牌、尺码、价格。 **为什么烂：** 这是商品信息，不是穿搭表达。 **表达元素：** 全身镜、转圈、单品清单、价格/品牌标注。
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：GRWM + 最终成片,587,93,从素颜到成套穿完，最后给一个全身完成画面。 **为什么烂：** 它展示“如何完成这套”，却没展示“为什么是这套”。 **表达元素：** 化妆、换装、镜子、完成照、节奏稳定。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,进阶玩法（少数高手在用）,595,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：不是展示衣服，是展示选择过程,597,281,YouTube 在 prom looks 的内容里提到 outfit reveals、hauls、try-on sessions、DIY projects 这类形式，它们的抓力往往不只是“看最终造型
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：穿搭是人格延伸，不是商品陈列,605,295,Preeti Sarkar 的案例里，YouTube 直接把她的增长和“leaning into your most authentic self”联系起来。对 OOTD 来说，这很关键：越像“这个
Q2-内容类型种子/GPT5.4.md,3,md_heading,突破性玩法（还没人这么干，但可能成立）,615,0,
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 1：这套衣服不是为了拍照，是为了今天的路线,617,329,整条 OOTD 不是站在镜前展示，而是跟着这套衣服走完整条路线：早上骑车时为什么外套要能挡风，进店以后为什么要能卷袖子，下午试衣时为什么鞋子不能太累，晚上和朋友见面为什么把头发放下来以后这套突然更松
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 2：两种身份争同一身衣服,626,306,同一个人拍两遍：一个版本是“想穿得更得体的我”，一个版本是“想穿得更轻松的我”。她们像在镜子前争论，但不需要复杂特效，只要左右构图或前后切换。最后你没有宣布谁赢，只是在出门前做了一个很小的改动，比如
Q2-内容类型种子/GPT5.4.md,4,md_heading,玩法 3：衣服记住了今天,635,309,从拍“穿上它”改成拍“它怎么被今天留下痕迹”：早上平整的裤线，到下午坐久后的褶皱；刚出门时笔挺的衬衫，到晚上领口松掉一点；包带在肩上压出的痕迹；牛仔裤膝盖处的弯曲。最后你把衣服挂起来，整条 OOTD
Q2-内容类型种子/GPT5.4.md,3,md_heading,服装行业垂直加成,646,221,OOTD 在服装行业最大的未开发空间，不是继续卷“搭配公式”，而是把穿搭拍成：路线、功能、身份、关系、时间痕迹。TikTok 2026 说消费者会去 trusted creators 那里验证 re
Q2-内容类型种子/GPT5.4.md,3,md_heading,一定不行的玩法,652,90,* 只有镜前转圈和单品清单，没有任何穿着中的动作。 * 所有 OOTD 都套同一个模板，只换衣服不换表达。 * 用“显瘦/高级/氛围感”这种空词顶替真正的体感和场景。  ---
Q2-内容类型种子/GPT5.4.md,3,md_heading,制作难度判断,660,117,* 难度档位：低到中。 * 适合品牌：全适合，尤其适合服装品牌主号、人设号、店员号。 * AI 工具能辅助到什么程度：很适合辅助脚本、出镜顺序、变体方案、字幕精炼；但 OOTD 最核心的“今天为什么
Q2-内容类型种子/_index.md,1,md_heading,内容类型交付物模板 — 索引,1,569,> **本目录性质：** Q2「每种内容的产出物长什么样」的落盘工作区 > **覆盖范围：** Q1 v1.1 三层框架 **18 个 ContentType 全量落盘**（第 1 批个人创作类 7
Q2-内容类型种子/_index.md,2,md_heading,0. 这个目录解决什么问题,11,652,[phase-3-文档状态索引.md](../phase-3-文档状态索引.md) 第 4.1 节标记 Q2 为「**未裁决**」。本目录是 Q2 的工作区——把三份外部研究文档（GPT-5.4 /
Q2-内容类型种子/_index.md,2,md_heading,1. 文件清单,25,0,
Q2-内容类型种子/_index.md,3,md_heading,1.1 原料层（外部研究文档）,27,847,**第 1 批（个人创作类 7 个）原料：**  | 文件 | 来源 | 行数 | 风格定位 | 合规度 | |---|---|---|---|---| | [GPT5.4.md](GPT5.4.m
Q2-内容类型种子/_index.md,3,md_heading,1.2 元工具层（跨 ContentType 共享资产）,45,630,| 文件 | 状态 | 备注 | |---|---|---| | [_shared-narrative-engines-v0.1.md](_shared-narrative-engines-v0.1
Q2-内容类型种子/_index.md,3,md_heading,1.3 交付物层（提取后的草案）,51,4469,**第 1 批：个人创作类 7 个**  | ContentType | 文件 | 状态 | 玩法卡数量 | 突破性玩法数 | |---|---|---|---|---| | `personal_v
Q2-内容类型种子/_index.md,2,md_heading,2. 单文件结构标准（v0.1）,103,735,每份 `{content_type_id}-交付物-v0.1.md` 都按下面 7 段组织：  | 段 | 名称 | 作用 | |---|---|---| | 元数据 | ID / 中文名 / 状态
Q2-内容类型种子/_index.md,2,md_heading,3. 实拍可行性硬约束（贯穿所有交付物）,122,714,来自 Q2 prompt §4.5（已经用户批准）：  - **人员：** 1 人独立创作，最多 1 朋友/家人帮忙 - **设备：** 1 部智能手机（最多加稳定器 + 补光灯 + 领夹麦） -
Q2-内容类型种子/_index.md,2,md_heading,4. 执行计划与闸门,147,0,
Q2-内容类型种子/_index.md,3,md_heading,阶段 1 ：试点（personal_vlog）— 已完成 ✅,149,191,- ✅ 提取三份源材料的 personal_vlog 内容 - ✅ 给 compass_artifact 6 条突破性玩法补实拍可行性自检（结果 🟢 全部通过） - ✅ 落盘 [personal_v
Q2-内容类型种子/_index.md,3,md_heading,阶段 2 ：批量落盘剩 6 个 — 已完成 ✅,157,490,- ✅ [lifestyle_expression-交付物-v0.1.md](lifestyle_expression-交付物-v0.1.md) - ✅ [knowledge_sharing-交付物
Q2-内容类型种子/_index.md,3,md_heading,阶段 2.5 ：补共享叙事引擎层 — 已完成 ✅,170,314,- ✅ [_shared-narrative-engines-v0.1.md](_shared-narrative-engines-v0.1.md)（9 条共享引擎 + 引擎 × ContentTy
Q2-内容类型种子/_index.md,3,md_heading,阶段 3 ：企业叙事类试点 founder_ip — 已完成 ✅（2026-04-13）,179,342,"- ✅ [founder_ip-交付物-v0.1.md](founder_ip-交付物-v0.1.md) 试点落盘 - ✅ 首次应用企业叙事类""1-2 同事临时帮忙 + 企业自有空间""放宽条款 -"
Q2-内容类型种子/_index.md,3,md_heading,阶段 4 ：企业叙事类批量 5 份 — 已完成 ✅（2026-04-14）,188,603,- ✅ [role_work_vlog-交付物-v0.1.md](role_work_vlog-交付物-v0.1.md) - ✅ [event_documentary-交付物-v0.1.md](ev
