source_md,heading_path,heading_level,body_length,body_hash,adjudication_status,sub_reason,adjudicator,priority,w10_rationale,batch_target,suggested_layer,suggested_status,confidence,suggestion_rationale,needs_human_review,reviewer_decision,final_layer,final_status,merge_target,production_tier,default_call_pool,review_notes
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C1-1 —— ""套热门音频做表情反应""",4,337,69941f590bf2,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C2-4 —— ""讽刺式模仿日常 Vlog 套路""",4,646,8f43843192f0,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C2-3 —— ""合拍/拼接回应式知识（Stitch 用户误区）""",4,608,7fe2e6c99128,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,266,8e5a5a25f138,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,override,L_NA,unprocessable,,,,结构性章节或分组标题，不作为独立知识资产
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,385,d6400bfec904,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,override,L_NA,unprocessable,,,,结构性章节或分组标题，不作为独立知识资产
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C1-1 —— ""口号先行的理想生活宣言""",4,453,e75a8440e839,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C2-1 —— ""不是展示衣服，是展示选择过程""",4,580,3d12f66e4a72,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C3-8 —— ""穿给过去的自己""",4,619,5587c08b299e,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/personal_vlog-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,385,d6400bfec904,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,override,L_NA,unprocessable,,,,结构性章节或分组标题，不作为独立知识资产
Q2-内容类型种子/personal_vlog-交付物-v0.1.md,"玩法卡 #C3-2 —— ""别人眼里的我，和我自己眼里的我""",4,789,7d316287dac1,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C3-1 —— ""只拍手，不拍脸""",4,766,736090ded6b9,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C3-5 —— ""夜班 12 分钟 / 把透明拍成安静""",4,805,f952dbd431fd,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C3-5 —— ""白空间海报 + 视觉隐喻的一句话 / 留白美学""",4,1051,68436e9891a2,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C3-2 —— ""双栏文案 / 别人看到的你 / 你身体里发生的事""",4,950,54a0f12972de,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_journey-交付物-v0.1.md,"玩法卡 #C2-3 —— ""用户困惑驱动 / 从一条评论开始做产品""",4,676,2ff42df28e97,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_journey-交付物-v0.1.md,"玩法卡 #C3-4 —— ""反向发布 / 我先把缺点说完""",4,750,775e49037786,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C3-4 —— ""无声叙事试穿 / 衣橱考古""",4,1219,9e4512cb4853,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C1-2 —— ""换装快剪 + '姐妹们冲' / 7 秒换装""",4,537,816d6d6d32ba,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/role_work_vlog-交付物-v0.1.md,本文件是什么（核心定义）,2,240,95c96a7fcfd5,pending_decision,uncovered_business_chapter,auto,medium,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_general_review,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,override,L_NA,unprocessable,,,,结构性章节或分组标题，不作为独立知识资产
Q2-内容类型种子/role_work_vlog-交付物-v0.1.md,"玩法卡 #C3-2 —— ""岗位失误博物馆 / 失败视角记录""",4,870,5759639be51b,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/store_daily-交付物-v0.1.md,"玩法卡 #C2-2 —— ""门店人格化 / 今天这家店是什么情绪""",4,827,41b365cdbc31,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/store_daily-交付物-v0.1.md,"玩法卡 #C3-3 —— ""门店视角的关系短片 / 今天谁来过但我不拍他们的脸""",4,838,15971c6e57ac,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/talent_showcase-交付物-v0.1.md,"玩法卡 #C2-3 —— ""合拍 / Duet（把才艺变成关系）""",4,556,2cd7834bcc4f,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/talent_showcase-交付物-v0.1.md,"玩法卡 #C2-2 —— ""把才艺放进生活任务里""",4,574,7dfee7937bb9,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/training_material-交付物-v0.1.md,"玩法卡 #C1-2 —— ""标准答案式话术灌输 / 统一口径手册""",4,617,da638e8f5fdb,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
Q2-内容类型种子/training_material-交付物-v0.1.md,"玩法卡 #C1-3 —— ""长视频一次讲完 / 20 分钟 / 单向输入""",4,592,911a028bdd11,pending_decision,uncovered_business_chapter,auto,high,未被现有 pack 命中的业务章节，待下一波裁决,next_wave_play_card_extraction,L2,extract_l2,high,"L2 强信号：玩法卡/编号/词=['玩法', '玩法卡']",false,accept,L2,extract_l2,,instant,true,确认L2玩法卡；补齐生产分级字段
