source_md,heading_path,heading_level,body_length,coverage_status,covered_by_evidence
Q2-内容类型种子/GPT5.4.md,玩法 1：套热门音频做表情反应,4,79,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：强行反转小剧场,4,102,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,进阶玩法（少数高手在用）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：用幽默做认知翻面,4,238,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：用视觉小机关做幽默,4,267,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,突破性玩法（还没人这么干，但可能成立）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：一本正经地拍小事灾难,4,318,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：一件外套切换三个社会身份,4,302,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 3：评论区没有出现，但你把它演出来了,4,267,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,服装行业垂直加成,3,176,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,一定不行的玩法,3,75,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,制作难度判断,3,117,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,5. talent_showcase（才艺展示 / 个人特长展示）,2,57,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,主流玩法（已被用烂）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：正面站桩展示完成品,4,85,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：高光拼盘,4,87,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,进阶玩法（少数高手在用）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：展示才艺，也展示练习和笨拙,4,243,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：把才艺放进生活任务里,4,279,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,突破性玩法（还没人这么干，但可能成立）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：才艺不是表演，是救场,4,306,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：同一个动作，练一百次的痕迹,4,259,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 3：把才艺传给另一个人,4,280,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,服装行业垂直加成,3,107,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,一定不行的玩法,3,67,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,制作难度判断,3,103,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,6. daily_fragment（日常碎片 / 随手记类）,2,48,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,主流玩法（已被用烂）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：配热门歌的碎片拼盘,4,89,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：一句话日记 + 一堆小镜头,4,95,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,进阶玩法（少数高手在用）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：季节情绪蒙太奇,4,259,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：碎片里有一点“真实讲话”,4,242,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,突破性玩法（还没人这么干，但可能成立）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：同一个角落，不同的我,4,319,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：没有脸的生活痕迹,4,282,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 3：碎片不是按时间排，而是按体感排,4,281,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,服装行业垂直加成,3,94,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,一定不行的玩法,3,78,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,制作难度判断,3,112,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,7. outfit_of_the_day（每日穿搭 / OOTD）,2,66,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,主流玩法（已被用烂）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：转圈 + 单品列表,4,76,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：GRWM + 最终成片,4,93,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,进阶玩法（少数高手在用）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：不是展示衣服，是展示选择过程,4,281,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：穿搭是人格延伸，不是商品陈列,4,295,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,突破性玩法（还没人这么干，但可能成立）,3,0,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 1：这套衣服不是为了拍照，是为了今天的路线,4,329,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 2：两种身份争同一身衣服,4,306,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,玩法 3：衣服记住了今天,4,309,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,服装行业垂直加成,3,221,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,一定不行的玩法,3,90,exempt_cross_source_reference,
Q2-内容类型种子/GPT5.4.md,制作难度判断,3,117,exempt_cross_source_reference,
Q2-内容类型种子/_index.md,内容类型交付物模板 — 索引,1,569,exempt_meta_non_business,
Q2-内容类型种子/_index.md,0. 这个目录解决什么问题,2,652,exempt_meta_non_business,
Q2-内容类型种子/_index.md,1. 文件清单,2,0,exempt_meta_non_business,
Q2-内容类型种子/_index.md,1.1 原料层（外部研究文档）,3,847,exempt_meta_non_business,
Q2-内容类型种子/_index.md,1.2 元工具层（跨 ContentType 共享资产）,3,630,exempt_meta_non_business,
Q2-内容类型种子/_index.md,1.3 交付物层（提取后的草案）,3,4469,exempt_meta_non_business,
Q2-内容类型种子/_index.md,2. 单文件结构标准（v0.1）,2,735,exempt_meta_non_business,
Q2-内容类型种子/_index.md,3. 实拍可行性硬约束（贯穿所有交付物）,2,714,exempt_meta_non_business,
Q2-内容类型种子/_index.md,4. 执行计划与闸门,2,0,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 1 ：试点（personal_vlog）— 已完成 ✅,3,191,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 2 ：批量落盘剩 6 个 — 已完成 ✅,3,490,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 2.5 ：补共享叙事引擎层 — 已完成 ✅,3,314,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 3 ：企业叙事类试点 founder_ip — 已完成 ✅（2026-04-13）,3,342,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 4 ：企业叙事类批量 5 份 — 已完成 ✅（2026-04-14）,3,603,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 5 ：最终索引收口 — ✅ 已完成（2026-04-14）,3,1559,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 6 ：两者均可类 batch 3 全量落盘 — ✅ 已完成（2026-04-14）,3,2043,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 7 ：业务裁决第 1 轮闭合（85 条悬空收口项全部关闭）— ✅ 已完成（2026-04-14）,3,3003,exempt_meta_non_business,
Q2-内容类型种子/_index.md,阶段 8 ：Q2 闸门 5 关闭 / Q2 正式裁决 — ✅ 已完成（2026-04-14）,3,2414,exempt_meta_non_business,
Q2-内容类型种子/_index.md,5. 三个非交付物层面的纪律,2,426,exempt_meta_non_business,
Q2-内容类型种子/_index.md,6. 变更记录,2,8325,exempt_meta_non_business,
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,跨内容类型共享叙事引擎 v0.2.1 正式（Q2 闸门 5 已关闭 / 业务裁决第 1 轮闭合 / G1-G9 全部关闭 / batch 3 首创机制无损并入 / §J.3 字段语义映射标准落盘 / 2026-04-14 由领域专家 Faye 触发）,1,0,exempt_short_section,
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,元数据,2,708,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,本文件是什么（核心定义）,2,632,covered_by_quote_in_md,EV-KP-product_attribute-engine-card-vs-play-card-shell
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,本文件和 13 份 ContentType 交付物的关系,2,1078,covered_by_parent_anchor,EV-KP-product_attribute-engine-card-vs-play-card-shell(anchor)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,A. 戛纳 4 大叙事范式（已降维到 1 人 1 手机）,2,95,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 1 —— ""反讽对位叙事""",3,837,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 2 —— ""认知反转""",3,810,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 3 —— ""空间蒙太奇""",3,921,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 4 —— ""介质反差""",3,820,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,B. 电影手法的降维适配,2,71,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 5 —— ""伪一镜到底""",3,1085,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 6 —— ""节奏断裂""",3,836,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 7 —— ""循环结构""",3,800,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 8 —— ""物品 POV""",3,906,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,C. 时尚影像 × 服装行业实证手法,2,219,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 9 —— ""一件衣服 + 一个动作 + 30 秒""",3,1106,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 10 —— ""纯沉默叙事（无解说无 BGM）"" 🆕 v0.1.1",3,1120,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 11 —— ""ASMR 感官沉浸（面料 / 缝纫机 / 剪刀声）"" 🆕 v0.1.1",3,1120,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 12 —— ""定格动画 / 延时摄影"" 🆕 v0.1.1",3,1185,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"引擎 13 —— ""MV / 电影预告片格式"" 🆕 v0.1.1",3,1233,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,D. 引擎 × ContentType 调用矩阵,2,1879,covered_by_quote_in_md,EV-KP-training_unit-grounding-over-polish-default
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,E. 2025-2026 四大内容趋势（平台级背景）,2,97,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"趋势 1 —— ""真实性压倒精致度""",3,392,covered_by_quote_in_md,EV-KP-training_unit-grounding-over-polish-default
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"趋势 2 —— ""微型创作者成为品牌首选合作对象""",3,280,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"趋势 3 —— ""社交搜索正在取代传统搜索""",3,317,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"趋势 4 —— ""服装成为情绪和身份的载体""",3,359,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"趋势 4.1 —— ""时尚红人型商家 = 内容能力即核心竞争力"" 🆕 v0.1.1",3,522,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,"趋势 4.2 —— ""朴素设备时代的内容竞争力公式"" 🆕 v0.1.1",3,546,covered_by_quote_in_md,EV-KP-training_unit-ai-tone-banned-list-veto
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,F. 与现有 ContentType 交付物的调用关系（v0.1 当前状态）,2,83,covered_by_parent_anchor,EV-KP-product_attribute-engine-card-vs-play-card-shell(anchor)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,本轮已完成回写,3,2357,covered_by_quote_in_md,EV-KP-product_attribute-play-card-scenario-tag-three-values
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,本轮未回写的边界,3,91,covered_by_quote_in_md,EV-KP-product_attribute-troop-facing-register-five-fields
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,G. 待裁决项,2,953,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,H. batch 3 首创机制并入（v0.2 升级 / M6「无损并入」原则执行）,2,171,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,H.1 α 层 9 种 AI 腔禁用清单 (α-Layer 9 AI-Tone Banned List),3,689,covered_by_quote_in_md,EV-KP-training_unit-ai-tone-banned-list-veto
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,H.2 β 适用场景标签 (β Scenario Tag) — **M7 用户裁决：升共享层**,3,651,covered_by_quote_in_md,EV-KP-product_attribute-play-card-scenario-tag-three-values
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,H.3 5 种声音原型矩阵 (5 Voice Archetypes Matrix),3,702,covered_by_quote_in_md,EV-KP-product_attribute-storyboard-30s-dual-decoding
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,H.4 学习机制术语库 / 认知科学机制目录 (Learning Mechanism Glossary / Cognitive Science Mechanism Catalog),3,809,covered_by_quote_in_md,EV-KP-product_attribute-storyboard-30s-dual-decoding
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,H.5 兵团向口径 (Troop-Facing Register),3,729,covered_by_quote_in_md,EV-KP-product_attribute-troop-facing-register-five-fields
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,I. v0.2 新增候选引擎登记 (Candidate Engines Pending Full Cardification),2,1480,covered_by_parent_anchor,EV-KP-product_attribute-storyboard-30s-dual-decoding(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,J. 跨 ContentType 统一标准 (Cross-CT Unified Standards),2,95,covered_by_parent_anchor,EV-KP-product_attribute-engine-card-vs-play-card-shell(anchor)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,J.1 玩法分级标准 (Play-Card Tier Standard) — M3 用户裁决,3,688,covered_by_quote_in_md,EV-KP-product_attribute-play-card-tier-three-values
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,J.2 隐私同意统一口径 (Privacy Consent Unified Policy) — M5 用户裁决,3,493,covered_by_parent_anchor,EV-KP-product_attribute-engine-card-vs-play-card-shell(anchor-descendant)
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,J.3 字段语义映射标准 (Field Semantic Mapping Standard) — 2026-04-14 落盘（v0.2.1）,3,2944,covered_by_quote_in_md,EV-KP-product_attribute-storyboard-30s-dual-decoding
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,与 13 份 ContentType 交付物的关键差异点,2,816,covered_by_quote_in_md,EV-KP-product_attribute-engine-card-vs-play-card-shell
Q2-内容类型种子/_shared-narrative-engines-v0.1.md,版本记录,2,5717,covered_by_quote_in_md,EV-KP-training_unit-shared-layer-registration-not-rewrite
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,behind_the_scenes（幕后花絮 / 拍摄与经营幕后）交付物 v0.2,1,0,exempt_short_section,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,元数据,2,507,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,本文件是什么（核心定义）,2,240,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,与 `event_documentary` 的边界（来自 event_documentary 文件 G4）,2,475,covered_by_quote_in_md,EV-KP-product_attribute-content-type-north-star-behind-scenes
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,A. 北极星,2,228,covered_by_quote_in_md,EV-KP-product_attribute-content-type-north-star-behind-scenes
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B. 元素库（原子层）,2,0,exempt_short_section,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B1 视觉元素,3,216,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B2 听觉元素,3,125,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B3 人物元素,3,120,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B4 场景元素,3,84,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B5 情绪元素,3,54,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B6 文字元素,3,81,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B7 时间元素,3,92,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B8 反差元素,3,65,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,B9 隐喻元素,3,79,covered_by_quote_in_md,EV-KP-styling_rule-behind-scenes-invisible-completion-cost
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,exempt_short_section,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,exempt_short_section,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C1-1 —— ""拍摄花絮 + 搞笑翻车 / NG 合集""",4,452,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C1-2 —— ""幕后速览 / 仓库打包 ASMR 模板 / 办公室日常""",4,570,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C1-3 —— ""正片预热型幕后""",4,323,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,exempt_short_section,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C2-1 —— ""整条幕后只围绕'今天差点出什么事' / 一条内容的诞生""",4,857,covered_by_quote_in_md,EV-KP-training_unit-behind-scenes-near-disaster-narrative
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C2-2 —— ""不拍 glamour，只拍没人愿意拍的劳动""",4,656,covered_by_quote_in_md,EV-KP-styling_rule-behind-scenes-invisible-completion-cost
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C2-3 —— ""幕后人群像 / 谁在让这家店运转""",4,804,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C2-4 —— ""品牌人格化 / 自嘲 / 幽默 BTS（Gymshark / Loewe / SKIMS 路径）""",4,894,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,exempt_short_section,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-1 —— ""正片永远不出现 / 反向幕后""",4,853,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-2 —— ""同一秒的两面 / 平行世界 BTS""",4,873,covered_by_parent_anchor,EV-KP-styling_rule-behind-scenes-parallel-split-screen(anchor)
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-3 —— ""边角料主视角""",4,711,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-4 —— ""店的声纹 / 10 个声音组成一条幕后""",4,1116,covered_by_quote_in_md,EV-KP-styling_rule-behind-scenes-store-soundprint
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-5 —— ""补货日治愈系 ASMR""",4,939,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-6 —— ""电影级手机 BTS / 韦斯·安德森风格""",4,969,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-7 —— ""互动型设计决策 BTS / 共创连续剧""",4,868,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,"玩法卡 #C3-8 —— ""自嘲式真实困难 BTS""",4,1108,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,D. 服装行业垂直机会,2,152,uncovered,
Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,三个未被开发的角度,3,198,covered_by_quote_in_md,EV-KP-styling_rule-behind-scenes-store-soundprint
